30,27.00
60,27.00
90,26.00
120,26.00
150,27.00
180,27.00
210,26.00
240,27.00
270,27.00
300,26.00
330,26.00
360,27.00
390,26.00
420,27.00
450,27.00
480,27.00
510,27.00
540,27.00
570,27.00
600,26.00
630,27.00
660,27.00
690,27.00
720,26.00
750,26.00
780,26.00
810,27.00
840,27.00
870,27.00
900,26.00
930,26.00
960,26.00
990,26.00
1020,26.00
1050,26.00
1080,26.00
1110,26.00
1140,26.00
1170,26.00
1200,26.00
1230,26.00
1260,26.00
1290,26.00
1320,26.00
1350,26.00
1380,26.00
1410,26.00
1440,26.00
1470,26.00
1500,26.00
1530,26.00
1560,26.00
1590,26.00
1620,26.00
1650,26.00
1680,26.00
1710,26.00
1740,26.00
1770,26.00
1800,26.00
1830,26.00
1860,26.00
1890,26.00
1920,26.00
1950,26.00
1980,26.00
2010,26.00
2040,26.00
2070,26.00
2100,26.00
2130,26.00
2160,26.00
2190,26.00
2220,26.00
2250,26.00
2280,26.00
2310,26.00
2340,26.00
2370,26.00
2400,26.00
2430,26.00
2460,26.00
2490,26.00
2520,26.00
2550,26.00
2580,26.00
2610,26.00
2640,26.00
2670,26.00
2700,26.00
2730,26.00
2760,26.00
2790,26.00
2820,26.00
2850,26.00
2880,26.00
2910,26.00
2940,26.00
2970,26.00
3000,26.00
3030,26.00
3060,26.00
3090,26.00
3120,26.00
3150,26.00
3180,26.00
3210,26.00
3240,26.00
3270,26.00
3300,26.00
3330,26.00
3360,26.00
3390,26.00
3420,26.00
3450,26.00
3480,26.00
3510,26.00
3540,26.00
3570,26.00
3600,26.00
3630,26.00
3660,26.00
3690,26.00
3720,26.00
3750,26.00
3780,26.00
3810,26.00
3840,26.00
3870,26.00
3900,26.00
3930,26.00
3960,26.00
3990,26.00
4020,26.00
4050,26.00
4080,26.00
4110,26.00
4140,26.00
4170,26.00
4200,26.00
4230,26.00
4260,26.00
4290,26.00
4320,26.00
4350,26.00
4380,26.00
4410,26.00
4440,26.00
4470,26.00
4500,26.00
4530,26.00
4560,26.00
4590,26.00
4620,26.00
4650,26.00
4680,26.00
4710,26.00
4740,26.00
4770,26.00
4800,26.00
4830,26.00
4860,26.00
4890,26.00
4920,26.00
4950,26.00
4980,26.00
5010,26.00
5040,26.00
5070,26.00
5100,26.00
5130,26.00
5160,26.00
5190,26.00
5220,26.00
5250,26.00
5280,26.00
5310,26.00
5340,26.00
5370,26.00
5400,26.00
5430,26.00
5460,26.00
5490,26.00
5520,26.00
5550,26.00
5580,26.00
5610,26.00
5640,26.00
5670,26.00
5700,26.00
5730,26.00
5760,26.00
5790,26.00
5820,26.00
5851,26.00
5881,26.00
5911,26.00
5941,26.00
5971,26.00
6001,26.00
6031,26.00
6061,26.00
6091,26.00
6121,26.00
6151,26.00
6181,26.00
6211,26.00
6241,26.00
6271,26.00
6301,26.00
6331,26.00
6361,26.00
6391,26.00
9982,26.00
10012,26.00
13638,26.00
13668,26.00
13698,26.00
17324,26.00
17354,26.00
20979,26.00
21009,26.00
24630,26.00
24660,26.00
28285,26.00
28315,26.00
28345,26.00
31971,26.00
32001,26.00
35626,26.00
35656,26.00
39283,26.00
39313,26.00
42939,26.00
42969,26.00
42999,26.00
46625,26.00
46655,26.00
50281,26.00
50311,26.00
53939,26.00
53969,26.00
53999,26.00
57625,26.00
57655,26.00
61281,26.00
61311,26.00
64938,26.00
64968,26.00
64998,26.00
68623,26.00
68653,26.00
72278,26.00
72308,26.00
75934,26.00
75965,26.00
76439,26.00
76469,26.00
76499,26.00
76529,26.00
76559,26.00
76589,26.00
76619,26.00
76649,26.00
76679,26.00
76709,26.00
76739,26.00
76769,26.00
76799,26.00
76829,26.00
76859,26.00
76889,26.00
76919,26.00
76949,26.00
76979,26.00
77009,26.00
77039,26.00
77070,26.00
77100,26.00
77130,26.00
77160,26.00
77190,26.00
77220,26.00
77250,26.00
77280,26.00
77310,26.00
77340,26.00
77370,26.00
30,34.00
60,24.00
90,24.00
120,24.00
150,24.00
180,24.00
210,25.00
240,25.00
270,25.00
300,25.00
330,25.00
360,25.00
0,25
30,25
60,25
66,25
81,25
90,25
96,25
103,25
111,25
120,25
126,25
133,25
141,25
150,25
156,25
163,25
171,25
180,25
186,25
193,25
201,25
210,25
216,25
223,25
231,25
240,25
246,25
253,25
261,25
270,25
276,25
283,25
291,25
300,25
306,25
313,25
321,25
330,25
336,25
343,25
351,25
360,25
366,25
373,25
381,25
390,25
396,25
403,25
411,25
420,25
426,25
433,25
441,25
450,25
456,25
463,25
471,25
480,25
486,25
493,25
501,25
510,25
516,25
523,25
531,25
540,25
546,25
553,25
561,25
570,25
576,25
583,25
591,25
600,25
606,25
613,25
621,25
630,25
636,25
643,25
651,25
660,25
666,25
673,25
681,25
690,25
696,25
703,25
711,25
720,25
726,25
733,25
741,25
750,25
756,25
763,25
771,25
780,25
786,25
793,25
801,25
810,25
816,25
823,25
831,25
840,25
846,25
853,25
861,25
870,25
876,25
883,25
891,25
900,25
906,25
913,25
921,25
930,25
936,25
943,25
951,25
960,25
966,25
973,25
981,25
990,25
996,25
1003,25
1011,25
1020,25
1026,25
1033,25
1041,25
1050,25
1056,25
1063,25
1071,25
1080,25
1086,25
1093,25
1101,25
1110,25
1116,25
1123,25
1131,25
1140,25
1146,25
1153,25
1161,25
1170,25
1176,25
1183,25
1191,25
1200,25
1206,25
1213,25
1221,25
1230,25
1236,25
1243,25
1251,25
1260,25
1266,25
1273,25
1281,25
1290,25
1296,25
1303,25
1311,25
1320,25
